sentiment_polarity;sentiment_subjectivity;fix;clear;enhance;change;improve;remove;recommend;like;love;enjoy;text;index
0.14158902691511385;0.6435817805383024;0;0;0;0;0;0;0;0;0;1;Sch��ne Lage, ruhige Gegend Wir buchten das Hotel fr 4 Nchte in der Woche vor Ostern Der Aufenthalt war durchweg angenehm Das Frhstcksbuffet war reichhaltig und frisch (allerdings rate ich von dem Rhrei ab) Wenn etwas aufgebraucht war, wurde es umgehend aufgefllt Vom Frhstcksraum aus konnte man den Blick ber die Lagune genieen Obwohl unser Zimmer im Erdgeschoss zur Nebenstrae hin lag, war es dort sehr ruhig Die Einrichtung ist geschmackvoll und zweckmig An Sauberkeit mangelte es nicht Obwohl wir nicht den Anspruch stellten, wurden die Handtcher tglich gewechselt Das einzige Manko war die Temperatur des Duschwassers Es wechselte stndig von ziemlich kalt zu sehr hei Erwhnenswert ist auch das Waschbecken Der Wasserhahn ist ziemlich klein und so ber dem hervorstehenden berlauf angebracht, dass es schon schwierig ist, die Hnde darunter zu waschen Der Empfang an der Rezeption war sehr freundlich Leider war unser Koffer nicht mit uns angekommen Die nette Empfangsdame kmmerte sich darum und hielt Kontakt mit dem Flughafen Am nchsten Tag wurden wir vom Hotel aus benachrichtigt, dass unser Koffer nun da sei Gleich in der Nhe des Hotels ist eine Bushaltestelle Wir fuhren allerdings nie mit dem Bus, da der Weg zum Anleger fr die Wasserbusse nicht weit war Das Warten auf den nchsten Bus htte mitunter lnger gedauert, als zu Fu zu dem Anleger zu gehen;22
0.16666666666666669;0.4133333333333334;0;0;0;0;0;0;0;0;0;0;Lovely stay - second time staying at this hotel Lovely hotel, 10 min walk to the water bus stop on lido Away from the madness of Venice, but close enough to be there in less than 20 minutes;23
0.42389682539682544;0.6468571428571429;0;0;0;0;0;0;0;0;0;0;Tolles Hotel f��r einen St��dtetrip nach Venedig Das Hotel liegt auf der Insel Lido neben Venedig, direkt am Meer mit Blick auf Venedig Lido kann man sehr gut mit den Booten erreichen Vom Bootsanlegeplatz sind es ca 400 m zum Hotel an der Kste entlang Den Weg mussten wir zu Fu zurcklegen, da keine Busse wegen einer Baustelle dorthin fahren Wir wurden sehr freundlich empfangen, berhaupt war das Personal im Hotel sehr nett und hilfsbereit Das Zimmer war gemtlich eingerichtet, das Bad relativ gro und alles sehr sauber und ordentlich Auch mit dem Frhstcksbffet waren wir sehr zufrieden - gute Qualitt und relativ groe Auswahl Wir waren rundherum zufrieden und wrden das Hotel sofort wieder buchen;24
0.13058072009291524;0.39499419279907083;0;0;0;0;0;0;1;0;0;0;A good Hotel on the Lido - Quiet location Located on the Lido I would recommend this hotel if you require a little piece and quiet after the busy day's in Venice, facility's good, staff very friendly and very helpful I requested flowers for the room as it was one of my wife's special birthday's, and yes they ordered exactly as requested, can't ask for more Rooms are a little on the small side but in line with most European hotels of this standard so wasn't a surprise or a problem, room and bathroom was cleaned every day with fresh towels supplied each day Buffet breakfast had various options to suit most peoples taste but It was a surprise to see sausage, bacon and scrambled eggs available, must have been put on to satisfy us Brits! We stayed during late September so the Lido is probably quieter at that time however we felt very safe walking around late at night back to the hotel but taxis are available if you feel a little vulnerable Restaurants and coffee bars are located in the main commercial area close to the Waterbus stations and tend to be slightly cheaper than in Venice We had a water taxi (think luxury speed boat!) from the airport to the hotel and back again, quite an experience, a little costly but well worth it, a lot quicker and less hassle than the Waterbus Venice was very busy during the day time, St Marks Square at night is a must, fantastic atmosphere All in all we had a great time in Venice, it can be a little expensive so don't ponder over the bills to much, just pay up with a smile!;25
0.36;0.6566666666666667;0;0;0;0;0;0;0;0;0;0;A good Hotel on the Lido - Quiet location Mysigt med fina rum, bra frukost och nra bde till stranden och btterminalen;26
0.3682142857142857;0.7757142857142857;0;0;0;0;0;0;0;0;0;0;Sehr sch��nes Hotel auf dem Lido Hotel ist sehr gut , wir waren zum zweiten mal in diesem Hotel Das Personal ist sehr freundlich Einzig was zu bemengeln ist Fernsehen kann man nur zwei Programe, aber das ist im Urlaub nicht so wichtig;27
0.89;1.0;0;0;0;0;0;0;0;0;0;0;Sehr sch��nes Hotel auf dem Lido Wir hatten ein Zimmer mit Balkon und Blick auf die Lagune - wunderschn!!!;28
0.5;0.45;0;0;0;0;0;0;0;0;0;0;I would come back Great stayclose to ferryfood not so good nearby;29
0.45607142857142857;0.5247619047619049;0;0;0;0;0;0;0;0;0;0;I would come back Stayed with parents, wife twin toddlers in two triple rooms The hotel is easy to reach and the rooms were well placed well furnished The best feature was extremely friendly helpful staff, particularly Ms Annalucia Ms Anna who were always ready to listen help out with big smiles The breakfasts were very good, with good spread and the guests were made welcome to sit and eat at leisure (more important when you are with toddlers!) Would surely go back to Venice would happily stay again at Russo Palace;30
0.3979166666666667;0.4916666666666667;0;0;0;0;0;0;0;0;0;0;une belle semaine �� Venise Nous avons pass 4 jours dans cet htel situ 5 mn pieds des des vaporetto Le personnel est trs sympa parle franais Toujours l pour donner de bons conseils sur les restaurants ou les visites Rien redire Tout tait bien Chambres petit djeuner et environnement;31
0.38666666666666666;0.5433333333333333;0;0;0;0;0;0;0;0;0;0;Excellent Service This hotel is in Lido which is a better choice than staying in crowded Venice The water bus is very convenient and it takes only few more stops to the main attractions in Venice We received excellent service - many thanks to Anna and Donnatella who made us feel at home;32
0.6;0.8;0;0;0;0;0;0;0;0;0;0;stayed before and after cruise It was a 10 min+ walk to water bus, would have liked it closer Located on the water on Lido island, away from the rush of Venice;33
0.7;0.6000000000000001;0;0;0;0;0;0;1;0;0;0;Good for one night Room was tiny-bed saggy-bAthroom door didn't work Good breakfast and convenient location Wouldn't return or recommend;34
0.07962184873949579;0.36967787114845935;0;0;0;0;0;0;0;0;0;0;Calme, bien situ�� et correct Htel trs bien situ dans un coin calme loin de l'agitation frntique du centre de Venise, mais seulement quelques minutes de bateau Les chambres conomiques sous toit ne sont pas trs ergonomiques cause de la pente de toit et il fait vite chaud s'il y a du soleil lorsque l'air conditionn ne fonctionne pas encore, comme lors des congs de Pques La vue extrieure se limite aux velux La TV n'est pas un cran plat On s'attend un peu plus de luxe dans un 4 toiles, mais les prix sont contenus L'accueil est irrprochable et le petit djeuner est trs correct;35
0.3473214285714286;0.4974603174603175;0;0;0;0;0;0;0;0;0;0;Best Front Desk Receptionist EVER!! VERY FRIENDLY AND HELPFUL WITH DIRECTIONS, KNOWING ALL THE RIGHT PLACES TO VISIT AND WHERE TO EAT TH BEST FOOD IN THE AREA The Front Desk Receptionists were extremely helpful especially Sabrina who made us feel very welcomed to LidoWe will be back next year for sure!;36
0.25;1.0;0;0;0;0;0;0;0;0;0;0;";-) No shower but jets in the bathtub and my room was slanted but made it work";37
0.15833333333333333;0.3925925925925926;0;0;0;0;0;0;0;0;0;0;";-) Hotel sympathique et silencieux sur l ile du Lido a quelques minutes en vaporetto de Venise Personnels trs avenants et parlants plusieurs langues, dont le franais Voyage dpaysant et inoubliable aucune voiture l horyzon";38
0.5857142857142857;0.604761904761905;0;0;0;0;0;0;0;0;0;0;Godt hotel p�� Lidoen i Venedig Havde 7 overnatninger i april 2015 p Hotel Russo Palace p Lidoen i Venedig Personalet var alle ualmindeligt hjlpsomme, sde og imdekommende Vi fik mange gode tips til restauranter og sevrdigheder God og hjertelig stemning Rolig beliggenhed Morgenmaden var god med meget at vlge imellem;39
0.0;0.0;0;0;0;0;0;0;0;0;0;0;������ ������ ���������  ;40
0.4075148809523809;0.6;0;0;0;0;0;0;0;0;0;0;Nice Hotel on the quiet part of Lido Really enjoyed the stay, about a 10min walk to the main waterbus station Had the perfect quiet location and staff were really friendly!!;41
0.41818181818181815;0.5272727272727273;0;0;0;0;0;0;0;0;0;0;Bra til rabattert pris Nyrenovert bad hevet opplevelsen;42
-0.04999999999999999;0.7083333333333334;0;0;0;0;0;0;0;0;0;0;Gezellig hotel Prima uitval basis voor stedentrip Rustige buurt;43
-0.21666666666666667;0.6333333333333334;0;0;0;0;0;0;0;0;0;0;Gezellig hotel Walls extremely thin, you can hear everything Excessive hoovering every morning outside bedroom There Is a bar, but no one to tend it;44
0.14270833333333335;0.48194444444444445;0;0;0;0;0;0;0;0;0;0;Good option, great staff, quiet neighborhood If you're looking for a hotel where the action is, go elsewhere The hotel is on the Lido, which is about a 10-15 minute waterbus ride away from Venice However, if you're looking for a place on the Lido, this is a well-priced option The staff was great with handling/recommending dinner reservations, even during an insane Carnevale weekend The doors are a little thin and since the building is old, the soundproofing needs improvement The quarters are cramped, but the room comes with breakfast If we wanted to stay on the Lido again, this would be a good option, but next time I think we'll opt for a place closer to the action Recommended;45
0.3708333333333333;0.49166666666666664;0;0;0;0;0;0;0;0;0;0;Decent Hotel on Lido Hotel facilities are good and breakfast ample Econmy rooms have sloping roof so tall guests mind your head We stayed in one and it was fine, the occational bump but for the price you cant really complain;46
0.37537037037037035;0.538888888888889;0;0;0;0;0;0;0;0;0;0;Very pleasant Friendly reception very helpful Hotel has pleasant views and is about ten minute walk to main water bus terminal to take you any direction We used the spa one day Good saunas but relaxation area noisy and small Some lovely restaurants close by and cheaper than in Venice;47
0.19999999999999998;0.7000000000000001;0;0;0;0;0;0;0;0;0;0;Nice It was a bit far from city center;48
0.36111111111111116;0.8333333333333334;0;0;0;0;0;0;0;0;0;0;Clean hotel with amazing staff Great hotel, staff where amazing and the location and views make this a great Base to visit Venice!;49
0.0;0.0;0;0;0;0;0;0;0;0;0;0;��������������� ������ ������������! , , ,  , , 1 ! , ;50
0.36666666666666664;0.5916666666666667;0;0;0;0;0;0;0;0;0;0;Nice hotel Close to Venice and decent hotel, breakfast was okay with no too much selection but has everything you need;51
0.45904761904761904;0.9500000000000001;0;0;0;0;0;0;0;0;0;0;Nice hotel beautiful views of Venice in the lovely relaxed calmer area of Lido Di Venezia Gorgeous sunsets and very easy to access Venice, rather than satying in the hustle and bustle Close to only beaches in Venice Staff were so helpful, especially Ivan and the lady we met on the desk each morning;52
0.3625;0.7055555555555555;0;0;0;0;0;0;0;0;0;0;Great view This is a great little hotel We had a wonderful view from the room and patio Good size Breakfast was great even had North American breakfast foods Only issue was the two twin beds pushed together That was very uncomfortable;53
0.39015350877192984;0.6287719298245615;0;0;0;0;0;0;0;0;0;0;Good pleasant pick Nice staff Nice location We booked two nights at Russo hotel on Lido strip and two nights in the very center of Venice This is a good balance Lido is a bit further but it feels more local and is more relaxing too, it gave us a taste of Dolce Vita We didn't see it on the hotel description but they offered us a taxi boat ride to Murano with another couple for free The boat ride was very pleasant, they dropped us in a glass blowing factory shop, the glass making demonstration was nice and there was very little pressure to buy Internet was free for 20 minutes/day but a bit slow like everywhere in Venice So in short a good pick, good value for money;54
0.518452380952381;0.6448412698412699;0;0;0;0;0;0;0;0;0;0;Sch��nes Hotel mit tollem Ausblick Wir waren das erste mal in Venedig und wrden jederzeit wieder dieses auf Lido gelegene Hotel buchen Freundlicher Service, direkt am Kanal mit tollem Blick und entspanntes Parken;55
0.5666666666666668;0.7888888888888889;0;0;0;0;0;0;0;0;0;0;Nice hotel, good location Nice and clean Rooms are spacious with air conditioning Good selection of breakfast Within easy reach of San Marco Quite location;56
0.51875;0.55;0;0;0;0;0;0;0;0;0;0;Hospitality at its Best! We had a wonderful, relaxing time The staff were completely attentive and accommodating We had a corner king room with a kitchen, two patios and a deluxe bathroom You had to drive into town but they said that Uber is available if you need it This was our first visit to Palm Springs and hopefully not our last! It really More;57
0.3149801587301588;0.6000000000000001;0;0;0;0;0;0;0;0;0;0;Pure delight! We were in Palm Springs on the day the temperature was 123 degrees! Despite that, we had a wonderful stay because of the Little Paradise hotel The staff were friendly and accommodating, and all of the little complimentary touches were so nice, like a bottle of wine for us in the fridge, sun care products near the pool, and a More;58
0.24120370370370373;0.49444444444444446;0;0;0;0;0;0;0;0;0;0;Awesome! Quiet secluded tranquility We arrived in Palm Springs not sure what to expectit's a quiet kinda place in 'low season'we drove down what appeared to be a residential streetparked up at a wooden gate and weren't sure what to expect What awaited took us back in amazementthe room is spacious with an air of decadencethe welcome wine and comprehensive breakfast was more than More;59
0.6313368055555556;0.75;0;0;0;0;0;0;0;0;0;0;As the title suggests This place really is a little paradise!! A beautiful boutique style hotel with EVERYTHING meticulously thought out to make our vacation perfect Saltwater pool, fresh fruit, BEST showerhead I've ever experienced, I can go on and on The bed was so comfortable and we slept like babies Victor did a wonderful job and Judy was just lovely and personable!;60
0.4318497474747474;0.6434343434343434;0;0;0;0;0;0;0;0;0;0;Loved this Wonderful Boutique Hotel! Spent 3 nights at Little Paradise boutique hotel on a mother-daughter trip Wonderful and relaxing experience Clean and newly redone rooms that are well equipped and spacious Perfect location off the main street in a quiet neighborhood that is close to downtown Palm Springs The pool area has a nice gas fire pit area and lots of comfy chaise lounges More;61
0.31270833333333337;0.6325000000000001;0;0;0;0;0;0;1;0;0;0;Lovely place to stay This little hotel surpassed all my expectations The rooms are well equiped with a little kitchenette, fridge was filled with croissants, 3 bottles of water, soda and much more The room was very clean and the bathroom was equiped with a top notch shower I would definately recommend this place to anyone visiting or passing trough Palm Springs The reception More;62
0.26854497354497353;0.533994708994709;0;0;0;0;0;0;0;0;0;1;Appropriately Named Hotel If you want peaceful and relaxing look no further Although set up like a single floor motel it is hardly anything but The rooms are very nice with a full kitchen They provide some breakfast items, snacks and bottles of spring water You can bring in anything you like to enjoy at the pool or in your room By the More;63
0.5179315476190476;0.6973214285714286;0;0;0;0;0;0;0;1;0;0;Just what we needed! All the reviews are great and agree on this fine little place I'd also like to add the wonderful service you will find here with Victor and staff who seem to want to do anything and everything to make you happy The king beds here are just amazing We seldom run into beds this comfy The room has a large More;64
0.35555555555555557;0.6592592592592593;1;0;0;0;0;0;0;1;0;0;Really nice room, really nice view, quiet court area of town away from the strip We went for a relaxing weekend as an offshoot of a family visit This was a great place to go with a nice room and a view of the mountains from just outside The ONLY thing we didn't like was that the sun dropped below the mountains too early and the temperature dropped along with it Maybe you can fix More;65
0.3;0.7571428571428571;0;0;0;0;0;0;0;0;0;0;AN OUTPOST OF ELEGANCE AND RELAXATION We were on a business trip to Anaheim and, afterwards, drove to Palm Springs for a relaxing weekend It turned out that this hotel was the perfect place! We arrived late and were pleasantly surprised upon checking in to see that, not only were the accommodations incredibly thoughtful and comfortable, but the refrigerator came stocked with croissants, bagels, cream cheese, More;66
0.07777777777777778;0.4166666666666667;0;0;0;0;0;0;0;0;0;0;Very accommodating Victor and Judy were truly accommodating hosts, especially when we had to cut our stay short due to illness Everything that has been written by other reviewers was spot on It is more like a small inn or bed breakfast (with the breakfast left in the fridge in your room) than a hotel There are eight guest rooms around More;67
0.31611781076066797;0.6011750154607297;0;0;0;0;0;0;0;0;0;0;Suuuuper relaxing peaceful If you want to relax, want a quiet atmosphere, cozy setting this is the place It is definitely a smaller, boutique-type hotel and it feels that way So that's good for some and maybe not as much for others The room is great, very pretty Very impressive large, new Curved HD TV So that's nice! The small kitchen is also More;68
0.4654761904761905;0.5452380952380952;0;0;0;0;0;0;0;0;0;0;Perfect Stayed 5 nights and it was delightful Lovely comfortable,well lit, great shower and bathroom,kitchen with microwave,fridge etc and very functional room Ten hotels on this trip but this one seems to have thought of everything Peaceful yet near the main streets with lovely shopping, art and some great restaurants Good local transport but downtown is walkable but a bit over More;69
